"id","company_id","date","open_price","high_price","low_price","close_price","volume","dtcai"
6976,5,2019-05-16,1.1209505796432495,1.122435212135315,1.1174308061599731,1.1207244396209717,0,0.029845614
5151,4,2019-05-16,8194.5009765625,8320.82421875,7729.6083984375,7884.9091796875,33167197581,0.029845614
3894,3,2019-05-16,2.381999969482422,2.4140000343322754,2.380000114440918,2.4049999713897705,0,0.029845614
2637,2,2019-05-16,1285.199951171875,1285.4000244140625,1285.0,1285.0,3,0.029845614
1380,1,2019-05-16,2855.800048828125,2892.14990234375,2855.800048828125,2876.320068359375,3338470000,0.029845614
6977,5,2019-05-17,1.117480754852295,1.1184431314468384,1.1157352924346924,1.1173559427261353,0,0.0312748
5152,4,2019-05-17,7886.92578125,7929.1455078125,7038.12451171875,7343.8955078125,30066644905,0.0312748
3895,3,2019-05-17,2.369999885559082,2.4089999198913574,2.364000082015991,2.3929998874664307,0,0.0312748
2638,2,2019-05-17,1280.0,1280.0,1274.5,1274.5,1,0.0312748
1381,1,2019-05-17,2858.60009765625,2885.47998046875,2854.22998046875,2859.530029296875,3316040000,0.0312748
6978,5,2019-05-20,1.1165324449539185,1.1177005767822266,1.1151255369186401,1.1165324449539185,0,0.06386888
5155,4,2019-05-20,8196.923828125,8200.9677734375,7678.78173828125,7978.30908203125,23843404340,0.06386888
3896,3,2019-05-20,2.385999917984009,2.4179999828338623,2.380000114440918,2.4159998893737793,0,0.06386888
2639,2,2019-05-20,1276.0999755859375,1276.0999755859375,1276.0999755859375,1276.0999755859375,20,0.06386888
1382,1,2019-05-20,2841.93994140625,2853.860107421875,2831.2900390625,2840.22998046875,3293750000,0.06386888
6979,5,2019-05-21,1.1169440746307373,1.11831796169281,1.1142433881759644,1.1168566942214966,0,0.055508494
5156,4,2019-05-21,7977.96923828125,8062.16796875,7843.33984375,7963.32763671875,25127245056,0.055508494
3897,3,2019-05-21,2.427999973297119,2.440999984741211,2.4189999103546143,2.4260001182556152,0,0.055508494
2640,2,2019-05-21,1272.0,1272.0,1272.0,1272.0,0,0.055508494
1383,1,2019-05-21,2854.02001953125,2868.8798828125,2854.02001953125,2864.360107421875,3223050000,0.055508494
5157,4,2019-05-22,7956.2919921875,7997.6123046875,7615.9873046875,7680.06640625,24719473175,0.0047769165
3898,3,2019-05-22,2.4119999408721924,2.4140000343322754,2.385999917984009,2.3929998874664307,0,0.0047769165
2641,2,2019-05-22,1273.5999755859375,1273.5999755859375,1273.5999755859375,1273.5999755859375,0,0.0047769165
1384,1,2019-05-22,2856.06005859375,2865.469970703125,2851.110107421875,2856.27001953125,3194000000,0.0047769165
6980,5,2019-05-23,1.115511178970337,1.1172809600830078,1.1109507083892822,1.1155484914779663,0,0.027244091
5158,4,2019-05-23,7677.26904296875,7943.79150390625,7533.19677734375,7881.8466796875,24457107820,0.027244091
3899,3,2019-05-23,2.3610000610351562,2.364000082015991,2.2939999103546143,2.2960000038146973,0,0.027244091
2642,2,2019-05-23,1284.800048828125,1284.800048828125,1284.800048828125,1284.800048828125,0,0.027244091
1385,1,2019-05-23,2836.699951171875,2836.699951171875,2805.489990234375,2822.239990234375,3899320000,0.027244091
6981,5,2019-05-24,1.1183805465698242,1.1212018728256226,1.1178054809570312,1.1184556484222412,0,0.007012012
5159,4,2019-05-24,7881.6953125,8140.7197265625,7824.44873046875,7987.37158203125,25919126991,0.007012012
3900,3,2019-05-24,2.315000057220459,2.3340001106262207,2.308000087738037,2.3239998817443848,0,0.007012012
2643,2,2019-05-24,1283.0,1283.0,1283.0,1283.0,9,0.007012012
1386,1,2019-05-24,2832.409912109375,2841.360107421875,2820.18994140625,2826.06005859375,2889230000,0.007012012
6983,5,2019-05-28,1.1193571090698242,1.1199462413787842,1.1171810626983643,1.1193821430206299,0,0.0066187596
5163,4,2019-05-28,8802.7578125,8807.0166015625,8634.7216796875,8719.9619140625,24226919267,0.0066187596
3901,3,2019-05-28,2.2990000247955322,2.2990000247955322,2.2639999389648438,2.2679998874664307,0,0.0066187596
2644,2,2019-05-28,1276.5,1276.5,1276.5,1276.5,0,0.0066187596
1387,1,2019-05-28,2830.030029296875,2840.510009765625,2801.580078125,2802.389892578125,4146980000,0.0066187596
6984,5,2019-05-29,1.1170687675476074,1.1175681352615356,1.1125946044921875,1.1170687675476074,0,0.034878124
5164,4,2019-05-29,8718.591796875,8755.8525390625,8482.728515625,8659.4873046875,23473479966,0.034878124
3902,3,2019-05-29,2.2309999465942383,2.246999979019165,2.2100000381469727,2.2360000610351562,0,0.034878124
2645,2,2019-05-29,1280.5999755859375,1280.5999755859375,1280.5999755859375,1280.5999755859375,189694,0.034878124
1388,1,2019-05-29,2790.25,2792.030029296875,2766.06005859375,2783.02001953125,3701110000,0.034878124
6985,5,2019-05-30,1.1138337850570679,1.1146035194396973,1.1118524074554443,1.1137346029281616,0,0.053379606
5165,4,2019-05-30,8661.7607421875,9008.314453125,8221.2734375,8319.47265625,29246528551,0.053379606
3903,3,2019-05-30,2.260999917984009,2.2760000228881836,2.2260000705718994,2.2269999980926514,0,0.053379606
