Date,Close,dtc,ai,dtcai,color
2019-01-02,2510.030029296875,0.762599987629243,0.588972496668609,0.449150418673446,orange
2019-01-03,2447.889892578125,0.622811053048535,0.518768136627193,0.323094529460808,orange
2019-01-04,2531.93994140625,0.94873037277949,0.424562559833292,0.402795395658854,orange
2019-01-07,2549.68994140625,0.795361526093141,0.510779286370827,0.406254192704666,orange
2019-01-08,2574.409912109375,0.615829496678523,0.850815502687923,0.523957282786588,orange
2019-01-09,2584.9599609375,0.702288386695909,0.75453341729741,0.529900056341949,orange
2019-01-10,2596.639892578125,0.679301364445576,0.503993845138729,0.342363706674911,orange
2019-01-11,2596.260009765625,0.748055835350113,0.794113839599683,0.594041491644827,orange
2019-01-14,2582.610107421875,0.644942352157212,0.854179855156051,0.55089676494965,orange
2019-01-15,2610.300048828125,0.745063035626303,0.414700581575016,0.308978074184275,orange
2019-01-16,2616.10009765625,0.654579592425999,0.756843421655637,0.495414258477645,orange
2019-01-17,2635.9599609375,0.504629186529617,0.800203916711117,0.403806251547744,orange
2019-01-18,2670.7099609375,0.337528032321005,0.966500112199749,0.326220881108812,orange
2019-01-22,2632.89990234375,0.594953099262842,0.0789093727916871,0.0469473759033012,green
2019-01-23,2638.699951171875,0.49550583216289,0.408392804817656,0.202361016600509,green
2019-01-24,2642.330078125,0.317032976532826,0.355304803853707,0.112643339542152,green
2019-01-25,2664.760009765625,0.490328996041592,0.103122737861056,0.0505640685244717,green
2019-01-28,2643.85009765625,0.420807627339415,0.42789761517387,0.18006258018551,green
2019-01-29,2640.0,0.0465541507780595,0.124388956224581,0.0057908222232045,green
2019-01-30,2681.050048828125,0.261785662067151,0.298553052555074,0.0781569085252991,green
2019-01-31,2704.10009765625,0.264911721923108,0.194240884950118,0.0514566873000042,green
2019-02-01,2706.530029296875,0.266342213960902,0.0943633370714987,0.0251329401123618,green
2019-02-04,2724.8701171875,0.0530738994930668,0.278898230214866,0.014802216639218,green
2019-02-05,2737.699951171875,0.0280232090049867,0.238488425064666,0.0066832109808572,green
2019-02-06,2731.610107421875,0.209363553675997,0.189898928980251,0.0397579146105711,green
2019-02-07,2706.050048828125,0.101832204697869,0.25478757058536,0.0259455800423211,green
2019-02-08,2707.8798828125,0.321356676742373,0.949280476784933,0.305057619316021,orange
2019-02-11,2709.800048828125,0.361355764128716,0.926401481625354,0.334760515282705,orange
2019-02-12,2744.72998046875,0.479218733943166,0.921715431578624,0.441703302176987,orange
2019-02-13,2753.030029296875,0.561734054102065,0.743231442916756,0.417498411565756,orange
2019-02-14,2745.72998046875,0.376606409637597,0.895407829935981,0.337216327993582,orange
2019-02-15,2775.60009765625,0.405897659425723,0.784921169970648,0.318597665724786,orange
2019-02-19,2779.760009765625,0.347797195873182,0.942481302383909,0.327792354132028,orange
2019-02-20,2784.699951171875,0.580784163874217,0.615760305646472,0.357623834261818,orange
2019-02-21,2774.8798828125,0.510236349746513,0.833236837967274,0.425147722678749,orange
2019-02-22,2792.669921875,0.40008332429995,0.829253414079858,0.331770462592152,orange
2019-02-25,2796.110107421875,0.39037933994116,0.963998810833046,0.376325219477068,orange
2019-02-26,2793.89990234375,0.417663716698167,0.954342017958299,0.398594034221692,orange
2019-02-27,2792.3798828125,0.544518308401167,0.913885676305575,0.497627482533968,orange
2019-02-28,2784.489990234375,0.393829894847837,0.762468661726397,0.300282952872478,orange
2019-03-01,2803.68994140625,0.423785342673571,0.719710224802492,0.305002644243597,orange
2019-03-04,2792.81005859375,0.593287658014944,0.871640927024613,0.517133804224407,orange
2019-03-05,2789.64990234375,0.311949585623172,0.973451282816454,0.303667724298938,orange
2019-03-06,2771.449951171875,0.561353897854387,0.875588942912539,0.491515266022156,orange
2019-03-07,2748.929931640625,0.544447644976722,0.635418097536353,0.345951886779257,orange
2019-03-08,2743.070068359375,0.487663371932124,0.629130726451362,0.306804011447378,orange
2019-03-11,2783.300048828125,0.532800397265375,0.849628897947724,0.45268261435469,orange
2019-03-12,2791.52001953125,0.302912354492844,0.99809378003285,0.302334936914413,orange
2019-03-13,2810.919921875,0.485790963501668,0.859487302934044,0.417531165009779,orange
